servicio_id,fecha_servicio,tipo_servicio,ciudad,cliente,proveedor_id,tiempo_respuesta_min,estado_servicio,costo_servicio
SRV011996,2024-01-16 11:46:00,Grúa,Barranquilla,Zurich Seguros,142,36.0,Completado,216206
SRV001705,2024-05-09 07:35:00,Grúa,Barranquilla,Ecopetrol,143,76.0,Completado,269158
SRV011865,2024-04-16 12:10:00,Grúa,Medellín,Sura Seguros,64,63.0,Completado,256479
SRV003429,2024-05-12 02:05:00,Ambulancia,Bogotá,Seguros Bolivar,47,,Cancelado,232230
SRV004030,2024-06-20 03:42:00,Grúa,Medellín,Ecopetrol,70,43.0,Completado,314877
SRV014094,2024-03-28 06:55:00,Batería,Bogotá,Allianz Seguros,38,,Cancelado,130509
SRV002081,2024-06-10 16:34:00,Grúa,Cali,Equidad Seguros,102,38.0,Completado,320806
SRV011241,2024-05-31 04:19:00,Grúa,Bogotá,Grupo Argos,38,102.0,Completado,254215
SRV007021,2024-04-25 07:25:00,Cerrajería,Bogotá,AXA Colpatria,60,,Cancelado,139835
SRV003534,2024-05-18 05:18:00,Cerrajería,Bogotá,Avianca,59,34.0,Completado,100549
SRV009979,2024-03-01 08:00:00,Grúa,Medellín,Zurich Seguros,65,85.0,Completado,263551
SRV012253,2024-03-03 03:26:00,Batería,Barranquilla,Allianz Seguros,141,18.0,Completado,99725
SRV000423,2024-06-27 17:26:00,Cerrajería,Cali,SBS Seguros,118,29.0,Completado,111850
SRV003898,2024-01-11 16:50:00,Cerrajería,Cali,AXA Colpatria,123,56.0,Cancelado,146554
SRV012730,2024-04-10 15:00:00,Grúa,Medellín,Liberty Seguros,80,39.0,Completado,213116
SRV000363,2024-04-05 13:09:00,Grúa,Medellín,Mapfre Colombia,67,89.0,Completado,233995
SRV013883,2024-03-31 18:26:00,Grúa,Barranquilla,AXA Colpatria,147,,Completado,144961
SRV002725,2024-05-17 11:21:00,Batería,Barranquilla,Banco de Bogotá,143,,Cancelado,100004
SRV013215,2024-05-16 10:18:00,Cerrajería,Medellín,SBS Seguros,72,39.0,Completado,147723
SRV011012,2024-12-05 08:45:00,Batería,Bogota D.C.,Allianz Seguros,13,37.0,Completado,106125
SRV014697,2024-05-18 14:55:00,Batería,Cali,Zurich Seguros,116,22.0,Completado,104882
SRV008984,2024-06-18 15:28:00,Grúa,Bogotá,AXA Colpatria,6,62.0,Cancelado,164232
SRV007665,2024-05-14 12:29:00,Grúa,Bogotá,HDI Seguros,56,,Cancelado,172657
SRV008626,2024-06-04 01:55:00,Grúa,Bogotá,Seguros Bolivar,35,81.0,Completado,217984
SRV008344,2024-05-31 13:11:00,Grúa,Barranquilla,Bancolombia,142,63.0,Completado,177323
SRV000487,2024-02-27 03:22:00,Grúa,Bogotá,Bancolombia,20,71.0,Completado,289958
SRV011511,2024-02-05 16:24:00,Grúa,Medellín,Liberty Seguros,70,75.0,Completado,173870
SRV010860,2024-03-16 00:09:00,Ambulancia,BOGOTA,Banco de Bogotá,11,26.0,Completado,226034
SRV013725,2024-08-02 20:51:00,Cerrajería,Medellín,Grupo Nutresa,86,,Cancelado,121572
SRV001278,2024-06-15 21:41:00,Batería,Barranquilla,Previsora Seguros,132,19.0,Completado,100104
SRV012045,2024-02-17 17:54:00,Cerrajería,Medellín,Equidad Seguros,89,23.0,Completado,127737
SRV012446,2024-03-08 05:50:00,Batería,BOGOTA,BBVA Colombia,18,27.0,Completado,151903
SRV013972,2024-06-23 01:46:00,Batería, Bogotá,Grupo Argos,23,,Cancelado,108310
SRV001017,2024-03-25 18:54:00,Grúa, Bogotá,Equidad Seguros,52,53.0,Completado,246975
SRV007611,2024-04-13 18:09:00,Cerrajería,Bogotá,Seguros del Estado,11,51.0,Completado,90984
SRV003517,2024-05-26 20:50:00,Cerrajería,Barranquilla,Mapfre Colombia,131,29.0,Completado,106500
SRV007574,2024-04-30 17:06:00,Batería,Cali,BBVA Colombia,118,14.0,Completado,145006
SRV014943,2024-05-24 08:02:00,Ambulancia,Barranquilla,Mapfre Colombia,141,22.0,Completado,192244
SRV000233,2024-05-21 16:22:00,Cerrajería,Cali,Scotiabank Colpatria,124,37.0,Completado,126212
SRV004498,2024-03-12 18:23:00,Cerrajería,Barranquilla,Liberty Seguros,134,,Completado,102218
SRV003224,2024-04-20 06:38:00,Grúa,Medellín,Cardif Seguros,78,93.0,Completado,292546
SRV013774,2024-02-25 22:33:00,Grúa,Cali,Grupo Éxito,117,72.0,Completado,307023
SRV005176,2024-01-11 17:34:00,Batería,Barranquilla,AXA Colpatria,132,39.0,Completado,117013
SRV010334,2024-01-24 14:47:00,Cerrajería,Bogotá,Cardif Seguros,53,45.0,Completado,105139
SRV008963,2024-04-11 12:14:00,Grúa,Cali,Allianz Seguros,105,42.0,Completado,225864
SRV007026,2024-06-12 09:49:00,Ambulancia,Cali,Banco Davivienda,106,16.0,Completado,270831
SRV008545,2024-04-26 10:48:00,Grúa,Cali,Previsora Seguros,107,10.0,Completado,189023
SRV013309,2024-03-19 05:10:00,Grúa,Bogotá,Seguros Generales,24,31.0,Completado,203351
SRV009313,2024-04-09 09:34:00,Grúa,Cali,Avianca,112,61.0,Completado,305384
SRV004609,2024-06-10 18:50:00,Batería,Barranquilla,Seguros Bolivar,127,27.0,Completado,122187
SRV010718,2024-01-11 05:55:00,Grúa,BOGOTA,Grupo Argos,37,79.0,Completado,241189
SRV004788,2024-01-04 21:30:00,Cerrajería,Medellín,Sura Seguros,74,31.0,Completado,81699
SRV007426,2024-04-19 00:02:00,Batería,Medellín,Banco de Bogotá,89,28.0,Completado,104549
SRV014795,2024-06-12 21:49:00,Batería,Medellín,BBVA Colombia,82,26.0,Completado,89751
SRV004904,2024-03-11 12:24:00,Cerrajería,Medellín,Mapfre Colombia,71,34.0,Completado,129614
SRV010149,2024-05-27 06:13:00,Batería,Medellín,Seguros del Estado,76,28.0,Completado,73529
SRV008352,2024-05-23 05:24:00,Batería,Bogotá,Banco Davivienda,51,37.0,Completado,68717
SRV008473,2024-01-16 00:10:00,Ambulancia,Barranquilla,Banco Davivienda,130,11.0,Completado,224311
SRV008942,2024-04-15 11:21:00,Grúa,Medellín,BBVA Colombia,86,97.0,Completado,183967
SRV014043,2024-02-29 18:47:00,Grúa,Bogotá,Previsora Seguros,25,86.0,Completado,238797
SRV014464,2024-04-23 04:14:00,Batería,Barranquilla,Mundial Seguros,131,23.0,Completado,127301
SRV007541,2024-02-05 11:01:00,Cerrajería,BOGOTA,Avianca,1,18.0,Completado,95930
SRV007483,2024-02-09 12:40:00,Grúa,Bogotá,Liberty Seguros,44,39.0,Completado,302018
SRV007318,2024-06-06 17:29:00,Batería,Barranquilla,AXA Colpatria,144,23.0,Completado,127786
SRV012845,2024-05-13 21:48:00,Cerrajería,Bogotá,Grupo Argos,57,37.0,Completado,83794
SRV000580,2024-02-03 19:45:00,Grúa,Cali,Previsora Seguros,117,45.0,Completado,301832
SRV012357,2024-03-22 09:53:00,Grúa,Bogotá,Scotiabank Colpatria,41,60.0,Completado,203963
SRV010804,2024-01-05 00:44:00,Cerrajería,Medellín,Grupo Nutresa,74,11.0,Completado,69923
SRV005996,2024-04-20 21:58:00,Grúa,Bogotá,Mundial Seguros,55,57.0,Completado,239953
SRV014617,2024-02-11 13:17:00,Batería,Medellín,Mundial Seguros,93,33.0,Completado,82894
SRV006578,2024-02-22 22:25:00,Batería,Barranquilla,Seguros Generales,134,48.0,Completado,72377
SRV001324,2024-02-29 17:22:00,Cerrajería,Cali,Grupo Nutresa,125,36.0,Completado,158337
SRV002496,2024-03-25 11:04:00,Batería,Cali,Sura Seguros,114,9.0,Completado,90685
SRV010350,2024-02-18 00:23:00,Grúa,Bogotá,Liberty Seguros,3,,Completado,217846
SRV004603,2024-05-27 13:08:00,Cerrajería,Barranquilla,AXA Colpatria,136,42.0,Completado,109199
SRV013834,2024-05-28 14:00:00,Grúa,Medellín,AXA Colpatria,64,45.0,Completado,209689
SRV002061,2024-06-24 05:29:00,Grúa,Cali,AXA Colpatria,105,90.0,Cancelado,246031
SRV011415,2024-04-30 10:55:00,Cerrajería,Cali,Grupo Argos,124,32.0,Completado,169020
SRV001173,2024-03-09 17:52:00,Batería,Bogotá,BBVA Colombia,52,30.0,Completado,145346
SRV003606,2024-05-30 04:47:00,Batería,Barranquilla,Previsora Seguros,146,32.0,Completado,118806
SRV002616,2024-05-21 14:24:00,Grúa,Bogotá,BBVA Colombia,15,70.0,Completado,335202
SRV004362,2024-03-04 02:17:00,Grúa,Cali,Allianz Seguros,97,,Completado,275152
SRV014838,2024-01-06 23:28:00,Grúa,Bogotá,Equidad Seguros,28,70.0,Completado,245714
SRV012816,2024-06-30 16:52:00,Cerrajería,Bogotá,AXA Colpatria,29,45.0,Completado,77682
SRV001638,2024-03-05 15:44:00,Grúa,Bogotá,Banco Davivienda,38,43.0,Completado,240290
SRV013314,2024-06-26 15:50:00,Grúa,Bogotá,Grupo Éxito,35,,Cancelado,110563
SRV001082,2024-04-10 11:07:00,Grúa,Cali,Grupo Argos,106,,Completado,249545
SRV013945,2024-06-05 16:21:00,Batería,Bogota D.C.,Equidad Seguros,36,19.0,Completado,114323
SRV010828,2024-06-22 10:32:00,Batería,Medellín,Equidad Seguros,67,5.0,Completado,118666
SRV000668,2024-04-08 10:11:00,Grúa,Cali,HDI Seguros,115,87.0,Completado,152746
SRV008004,2024-02-16 06:47:00,Grúa,Cali,Mapfre Colombia,99,94.0,Completado,269695
SRV004404,2024-05-03 22:26:00,Cerrajería,Cali,Cardif Seguros,124,46.0,Completado,113652
SRV003795,2024-05-17 13:30:00,Cerrajería,Bogotá,Grupo Éxito,42,32.0,Completado,102752
SRV008775,2024-02-28 13:27:00,Grúa,Cali,Seguros Generales,117,47.0,Completado,148541
SRV011801,2024-06-05 20:37:00,Cerrajería,Medellín,Liberty Seguros,92,31.0,Completado,78413
SRV002582,2024-01-16 02:13:00,Grúa,Bogotá,Seguros Generales,9,80.0,Completado,293012
SRV000855,2024-04-26 20:34:00,Cerrajería,Bogotá,Seguros Generales,19,27.0,Completado,121020
SRV012593,2024-01-21 11:13:00,Batería,Bogotá,Mapfre Colombia,23,23.0,Completado,117434
SRV000618,2024-02-26 14:56:00,Cerrajería,Bogotá,Ecopetrol,58,27.0,Completado,120283
SRV001552,2024-05-11 00:55:00,Grúa,Bogotá,Zurich Seguros,16,58.0,Completado,103960
SRV003340,2024-01-04 05:41:00,Grúa,Cali,Mundial Seguros,119,,Cancelado,231911
SRV011603,2024-03-28 06:58:00,Grúa,Medellín,Cardif Seguros,66,34.0,Completado,323374
SRV012411,2024-05-13 06:00:00,Cerrajería,BOGOTA,Allianz Seguros,21,,Cancelado,164220
SRV011169,2024-01-09 01:11:00,Grúa,Barranquilla,Zurich Seguros,139,40.0,Completado,280588
SRV000595,2024-03-27 19:08:00,Cerrajería,Cali,Seguros Bolivar,97,24.0,Completado,145042
SRV009024,2024-05-04 01:28:00,Grúa,Bogotá,Cardif Seguros,7,91.0,Completado,315298
SRV004834,2024-05-31 03:03:00,Cerrajería,Cali,Zurich Seguros,110,20.0,Completado,120576
SRV008529,2024-05-29 01:40:00,Cerrajería,Medellín,Banco de Bogotá,66,25.0,Completado,75211
SRV004678,2024-03-21 03:00:00,Cerrajería,Medellín,SBS Seguros,72,55.0,Completado,105480
SRV002617,2024-03-31 07:11:00,Grúa,Medellín,Allianz Seguros,95,61.0,Completado,320445
SRV009655,2024-02-20 10:14:00,Grúa,Cali,Grupo Argos,104,30.0,Completado,254550
SRV011722,2024-01-22 18:36:00,Grúa,Medellín,Equidad Seguros,93,82.0,Completado,231684
SRV006044,2024-04-15 05:54:00,Grúa,Bogotá,Sura Seguros,51,45.0,Completado,321479
SRV004316,2024-01-01 05:36:00,Grúa,BOGOTA,BBVA Colombia,10,100.0,Completado,237517
SRV011229,2024-04-13 18:44:00,Ambulancia,Cali,Seguros del Estado,120,24.0,Completado,287375
SRV001209,2024-04-19 06:31:00,Grúa,Cali,Seguros Bolivar,102,22.0,Completado,265872
SRV000313,2024-03-14 14:56:00,Cerrajería,Medellín,SBS Seguros,69,43.0,Completado,102741
SRV000904,2024-04-18 11:44:00,Grúa,Cali,Seguros del Estado,96,29.0,Completado,233495
SRV014163,2024-04-06 00:53:00,Cerrajería,Medellín,HDI Seguros,95,47.0,Completado,74548
SRV004044,2024-03-21 12:36:00,Batería,Cali,Previsora Seguros,107,27.0,Completado,158610
SRV009437,2024-05-26 20:54:00,Grúa,Medellín,Grupo Argos,73,55.0,Completado,296992
SRV002490,2024-02-09 20:29:00,Grúa,Bogotá,Grupo Argos,27,62.0,Completado,201319
SRV005217,2024-06-02 11:34:00,Cerrajería,Medellín,Banco Davivienda,68,41.0,Completado,66383
SRV009176,2024-06-06 05:42:00,Cerrajería,Bogota D.C.,AXA Colpatria,2,26.0,Completado,98140
SRV004680,2024-03-25 06:29:00,Cerrajería,Bogotá,Mapfre Colombia,16,9.0,Completado,110610
SRV007705,2024-01-28 06:46:00,Batería,Barranquilla,Cardif Seguros,150,21.0,Completado,59103
SRV011624,2024-02-05 10:00:00,Grúa,Cali,Scotiabank Colpatria,111,75.0,Cancelado,191888
SRV009198,2024-05-18 16:46:00,Cerrajería,Cali,AXA Colpatria,123,31.0,Cancelado,181025
SRV006267,2024-06-05 16:47:00,Grúa,Bogotá,Liberty Seguros,16,,Completado,275790
SRV004732,2024-03-03 21:41:00,Cerrajería,Cali,Seguros del Estado,107,27.0,Completado,131601
SRV004142,2024-05-20 08:16:00,Grúa,Medellín,Seguros Generales,77,74.0,Completado,296544
SRV013642,2024-05-06 22:46:00,Cerrajería, Bogotá,Ecopetrol,4,26.0,Completado,85239
SRV008692,2024-02-15 10:18:00,Grúa,Barranquilla,Cardif Seguros,131,59.0,Completado,304146
SRV001668,2024-02-05 21:41:00,Batería,Bogotá,AXA Colpatria,17,32.0,Completado,82194
SRV006536,2024-02-22 03:58:00,Cerrajería, Bogotá,Allianz Seguros,38,27.0,Completado,182923
SRV005303,2024-01-04 05:33:00,Grúa,Barranquilla,Sura Seguros,143,17.0,Completado,261928
SRV002153,2024-03-09 13:12:00,Cerrajería,Cali,Equidad Seguros,123,40.0,Completado,69860
SRV010863,2024-01-05 16:49:00,Grúa,Cali,Grupo Nutresa,125,66.0,Completado,255326
SRV001584,2024-06-17 17:11:00,Batería,Bogotá,Seguros del Estado,9,34.0,Completado,108265
SRV006520,2024-04-27 12:38:00,Cerrajería,Bogotá,Seguros del Estado,35,30.0,Completado,135295
SRV014995,2024-06-23 23:21:00,Grúa,Cali,Previsora Seguros,96,96.0,Completado,284952
SRV009315,2024-03-24 11:38:00,Batería,Bogotá,Banco de Bogotá,2,36.0,Completado,126450
SRV013700,2024-03-08 21:16:00,Cerrajería,Bogotá,Seguros Generales,17,41.0,Completado,117444
SRV013602,2024-05-10 08:33:00,Cerrajería,Bogotá,SBS Seguros,41,36.0,Completado,113503
SRV002553,2024-03-07 11:25:00,Batería,Bogotá,Mapfre Colombia,55,26.0,Completado,85986
SRV002187,2024-05-28 22:30:00,Batería,Bogotá,Banco de Bogotá,47,30.0,Completado,68928
SRV004727,2024-03-02 18:30:00,Grúa,Barranquilla,AXA Colpatria,143,62.0,Completado,174764
SRV012650,2024-04-07 20:24:00,Batería,Barranquilla,Grupo Argos,148,30.0,Completado,83856
SRV005548,2024-01-11 02:20:00,Cerrajería,Medellín,Banco de Bogotá,92,22.0,Completado,125041
SRV014124,2024-06-28 04:41:00,Cerrajería,Barranquilla,Allianz Seguros,134,46.0,Cancelado,68992
SRV014574,2024-04-15 20:08:00,Grúa,Bogotá,Seguros del Estado,9,53.0,Completado,227894
SRV003262,2024-02-16 01:30:00,Grúa,Cali,Mapfre Colombia,100,79.0,Completado,187582
SRV003500,2024-03-30 02:55:00,Grúa,Bogotá,BBVA Colombia,1,51.0,Completado,224903
SRV009888,2024-04-23 21:43:00,Grúa,Medellín,Sura Seguros,91,73.0,Completado,233665
SRV014993,2024-03-31 00:52:00,Batería,Bogotá,Banco de Bogotá,57,18.0,Completado,116138
SRV005809,2024-05-15 22:47:00,Cerrajería,Cali,Seguros del Estado,113,28.0,Completado,131426
SRV003907,2024-02-16 14:40:00,Grúa,Cali,Bancolombia,102,95.0,Completado,182046
SRV014213,2024-03-04 14:06:00,Batería,Medellín,Sura Seguros,76,16.0,Completado,85300
SRV013175,2024-02-01 07:56:00,Batería,Medellín,HDI Seguros,91,25.0,Completado,146918
SRV003074,2024-01-31 12:28:00,Grúa,Medellín,Grupo Argos,67,66.0,Completado,170683
SRV000875,2024-01-31 14:19:00,Cerrajería,Medellín,Grupo Argos,83,14.0,Completado,190592
SRV003726,2024-04-12 20:58:00,Batería,Medellín,Ecopetrol,81,37.0,Completado,138840
SRV014990,2024-03-01 08:27:00,Grúa,Medellín,Ecopetrol,75,57.0,Completado,208643
SRV005661,2024-03-25 14:44:00,Grúa, Bogotá,Avianca,35,78.0,Completado,250825
SRV003958,2024-04-08 12:45:00,Grúa,Cali,Seguros Generales,109,66.0,Completado,210777
SRV003512,2024-04-11 10:34:00,Grúa,Medellín,Scotiabank Colpatria,82,78.0,Completado,238118
SRV012308,2024-01-03 15:38:00,Batería,Bogotá,Mapfre Colombia,45,,Completado,76882
SRV001721,2024-06-17 11:45:00,Cerrajería,Bogotá,Allianz Seguros,53,23.0,Completado,106833
SRV001136,2024-01-17 18:06:00,Batería,Medellín,AXA Colpatria,69,11.0,Completado,60168
SRV007293,2024-03-15 08:10:00,Grúa,Medellín,Seguros Bolivar,88,75.0,Completado,125154
SRV002912,2024-06-14 22:18:00,Grúa,Cali,Liberty Seguros,108,60.0,Completado,354877
SRV005974,2024-03-11 08:40:00,Batería,Bogotá,Banco Davivienda,18,38.0,Completado,79596
SRV012949,2024-06-09 13:53:00,Batería,Bogotá,HDI Seguros,39,21.0,Completado,108215
SRV009744,2024-01-15 08:27:00,Batería,Bogota D.C.,Scotiabank Colpatria,53,18.0,Completado,66035
SRV011609,2024-03-15 05:27:00,Cerrajería,Bogotá,Ecopetrol,40,45.0,Completado,86886
SRV005377,2024-01-09 20:17:00,Ambulancia,Cali,HDI Seguros,125,15.0,Completado,189746
SRV002168,2024-03-09 12:04:00,Cerrajería,Medellín,BBVA Colombia,88,35.0,Completado,82969
SRV002138,2024-01-03 00:33:00,Batería,Bogotá,Scotiabank Colpatria,22,20.0,Cancelado,50000
SRV009963,2024-04-24 20:57:00,Grúa,Medellín,Liberty Seguros,92,72.0,Completado,225766
SRV012804,2024-01-05 11:15:00,Grúa,Medellín,Sura Seguros,65,81.0,Completado,217771
SRV005091,2024-05-10 02:15:00,Batería,Barranquilla,Banco de Bogotá,150,16.0,Completado,96278
SRV005337,2024-02-21 02:37:00,Batería,Bogotá,Banco Davivienda,54,,Cancelado,116675
SRV013126,2024-04-23 14:56:00,Grúa,Bogota D.C.,Grupo Éxito,20,58.0,Completado,288428
SRV001260,2024-06-12 19:04:00,Grúa,Cali,Grupo Éxito,125,76.0,Completado,279796
SRV002538,2024-04-30 21:03:00,Cerrajería,Bogotá,Scotiabank Colpatria,59,31.0,Completado,118449
SRV010808,2024-05-31 16:45:00,Batería,Medellín,Allianz Seguros,92,10.0,Completado,148557
SRV000723,2024-02-02 17:40:00,Grúa,Medellín,Sura Seguros,80,98.0,Completado,342194
SRV008846,2024-03-19 02:12:00,Grúa,Bogotá,Scotiabank Colpatria,15,74.0,Completado,277708
SRV009143,2024-06-17 05:07:00,Ambulancia,Bogotá,Cardif Seguros,17,-5.0,Completado,157590
SRV009859,2024-01-01 15:08:00,Cerrajería,Bogotá,Seguros Generales,3,,Completado,142680
SRV009114,2024-01-28 07:41:00,Grúa,Bogotá,Mundial Seguros,2,,Completado,235755
SRV001237,2024-04-04 09:08:00,Grúa,Medellín,Ecopetrol,90,20.0,Completado,191591
SRV006697,2024-06-02 16:18:00,Batería,Cali,AXA Colpatria,124,28.0,Completado,75381
SRV004563,2024-04-06 06:22:00,Grúa,Medellín,Grupo Argos,84,67.0,Completado,204164
SRV011970,2024-01-17 08:24:00,Grúa,Medellín,Bancolombia,63,41.0,Completado,254030
SRV009505,2024-06-11 08:43:00,Batería,BOGOTA,Grupo Argos,17,26.0,Completado,160163
SRV005464,2024-03-09 18:25:00,Grúa,Medellín,Liberty Seguros,89,74.0,Completado,224363
SRV004587,2024-02-01 11:50:00,Cerrajería,Bogotá,Allianz Seguros,27,32.0,Completado,63721
SRV013695,2024-06-23 21:56:00,Grúa,BOGOTA,Scotiabank Colpatria,18,51.0,Completado,271749
SRV013212,2024-03-05 08:10:00,Grúa,Bogotá,Grupo Nutresa,47,55.0,Completado,228104
SRV003192,2024-05-09 02:22:00,Grúa,Cali,Zurich Seguros,101,47.0,Completado,248880
SRV004677,2024-04-05 04:49:00,Grúa,Cali,HDI Seguros,111,77.0,Completado,278116
SRV005783,2024-04-24 23:56:00,Batería,Bogota D.C.,Zurich Seguros,29,24.0,Completado,95697
SRV007432,2024-02-24 03:11:00,Cerrajería,Cali,Banco de Bogotá,113,44.0,Completado,166505
SRV014822,2024-01-24 00:42:00,Cerrajería,Bogotá,HDI Seguros,20,,Cancelado,81378
SRV012768,2024-01-31 23:41:00,Grúa,Barranquilla,Liberty Seguros,131,67.0,Completado,199571
SRV005478,2024-03-03 04:43:00,Grúa,Medellín,HDI Seguros,82,68.0,Completado,306350
SRV006904,2024-05-04 15:16:00,Ambulancia,Barranquilla,SBS Seguros,126,21.0,Completado,298927
SRV009135,2024-05-07 14:40:00,Grúa, Bogotá,Scotiabank Colpatria,53,89.0,Completado,162449
SRV005706,2024-01-17 04:33:00,Batería,Barranquilla,Liberty Seguros,148,18.0,Completado,97179
SRV014186,2024-01-19 17:16:00,Grúa,Medellín,Scotiabank Colpatria,62,74.0,Completado,292776
SRV006933,2024-06-05 05:21:00,Grúa,Barranquilla,Banco de Bogotá,149,99.0,Completado,295744
SRV003042,2024-01-18 15:43:00,Grúa,Bogotá,Seguros Generales,16,68.0,Completado,192177
SRV002288,2024-03-22 17:36:00,Grúa,Cali,HDI Seguros,100,66.0,Completado,243703
SRV000932,2024-05-27 10:36:00,Grúa, Bogotá,Bancolombia,21,56.0,Completado,302901
SRV005829,2024-03-31 00:08:00,Ambulancia,Cali,Mapfre Colombia,109,16.0,Cancelado,377726
SRV010289,2024-04-03 13:48:00,Grúa,Barranquilla,Banco de Bogotá,128,51.0,Completado,237947
SRV003677,2024-06-26 10:54:00,Cerrajería,Cali,Bancolombia,96,32.0,Completado,113625
SRV010607,2024-05-16 21:57:00,Cerrajería,Medellín,Previsora Seguros,88,,Cancelado,106081
SRV000695,2024-04-11 10:41:00,Grúa,BOGOTA,Bancolombia,17,71.0,Completado,332680
SRV009109,2024-02-16 01:27:00,Grúa,Barranquilla,Allianz Seguros,131,,Cancelado,241921
SRV003583,2024-02-14 13:35:00,Grúa,Bogotá,Grupo Argos,46,59.0,Completado,157326
SRV010254,2024-06-29 08:04:00,Grúa,Barranquilla,Grupo Nutresa,150,24.0,Completado,237233
SRV001206,2024-06-11 21:44:00,Grúa,Cali,Grupo Argos,107,59.0,Completado,157940
SRV004340,2024-03-06 20:40:00,Grúa,Bogotá,Liberty Seguros,39,64.0,Completado,132599
SRV009739,2024-03-29 18:01:00,Ambulancia,Medellín,SBS Seguros,64,14.0,Completado,407823
SRV009537,2024-01-03 19:00:00,Grúa,Bogotá,Bancolombia,6,,Completado,288660
SRV012937,2024-06-03 14:58:00,Grúa,Medellín,BBVA Colombia,86,87.0,Completado,267825
SRV007821,2024-02-17 18:11:00,Cerrajería,Barranquilla,Seguros Bolivar,134,40.0,Completado,113302
SRV003854,2024-02-03 06:05:00,Grúa,Bogota D.C.,Scotiabank Colpatria,38,61.0,Completado,249599
SRV011813,2024-02-22 07:20:00,Grúa,Bogotá,Seguros del Estado,47,66.0,Completado,237632
SRV014122,2024-05-20 18:23:00,Grúa,Medellín,Bancolombia,75,38.0,Cancelado,240424
SRV006348,2024-04-30 09:46:00,Cerrajería,Medellín,Seguros Generales,87,,Cancelado,109405
SRV011058,2024-02-15 23:07:00,Cerrajería,Bogotá,Sura Seguros,8,21.0,Completado,140663
SRV007670,2024-03-09 12:53:00,Ambulancia,Medellín,Bancolombia,75,17.0,Completado,373469
SRV002974,2024-11-06 11:03:00,Grúa,Medellín,Banco de Bogotá,72,,Cancelado,397538
SRV012732,2024-05-10 16:25:00,Grúa,Cali,Mundial Seguros,105,74.0,Completado,215417
SRV002308,2024-05-27 02:07:00,Cerrajería,Medellín,Bancolombia,78,30.0,Completado,118836
SRV003894,2024-02-22 20:02:00,Grúa,Bogotá,Bancolombia,50,72.0,Completado,220188
SRV007556,2024-01-03 06:54:00,Grúa,Cali,Zurich Seguros,100,53.0,Completado,107194
SRV008101,2024-03-26 22:01:00,Grúa,Cali,Seguros del Estado,118,51.0,Completado,271364
SRV008906,2024-03-17 07:05:00,Grúa,Barranquilla,Bancolombia,128,27.0,Completado,235920
SRV010938,2024-03-20 13:39:00,Cerrajería,Bogotá,Avianca,30,,Cancelado,203262
SRV003117,2024-04-12 07:39:00,Grúa,Cali,Seguros Bolivar,112,93.0,Completado,260632
SRV007769,2024-06-04 04:56:00,Grúa,Bogota D.C.,Grupo Éxito,50,57.0,Completado,199238
SRV006606,2024-02-23 09:27:00,Cerrajería,Cali,Cardif Seguros,104,41.0,Completado,104023
SRV011661,2024-04-23 00:25:00,Ambulancia,Bogotá,Mundial Seguros,50,,Cancelado,285137
SRV005088,2024-01-12 19:15:00,Grúa,Bogotá,Grupo Nutresa,50,78.0,Completado,398064
SRV001267,2024-03-08 06:02:00,Batería,Bogotá,Banco Davivienda,45,13.0,Completado,121727
SRV005970,2024-06-19 15:53:00,Batería,Barranquilla,Banco de Bogotá,146,9.0,Cancelado,93454
SRV002659,2024-04-15 12:15:00,Grúa,Medellín,Grupo Argos,63,47.0,Completado,271816
SRV009701,2024-03-07 10:32:00,Batería,Medellín,AXA Colpatria,85,17.0,Completado,74177
SRV014242,2024-03-16 15:38:00,Ambulancia,Cali,Seguros del Estado,110,17.0,Completado,328992
SRV004071,2024-06-22 15:22:00,Grúa,Cali,Avianca,109,54.0,Completado,168680
SRV014002,2024-02-08 17:41:00,Batería,Bogotá,Ecopetrol,25,,Completado,105287
SRV010022,2024-04-28 00:58:00,Grúa,Medellín,Mundial Seguros,77,54.0,Completado,314410
SRV009321,2024-03-26 23:22:00,Cerrajería,Medellín,Liberty Seguros,74,38.0,Completado,144636
SRV005620,2024-05-26 23:26:00,Batería,Cali,Bancolombia,97,26.0,Completado,58097
SRV014044,2024-06-11 02:47:00,Grúa,Medellín,Banco de Bogotá,89,71.0,Completado,204056
SRV001902,2024-02-10 05:36:00,Batería,Bogotá,Mapfre Colombia,28,19.0,Cancelado,94994
SRV007590,2024-05-19 21:20:00,Grúa,Barranquilla,Grupo Éxito,141,101.0,Completado,263247
SRV010516,2024-03-30 01:14:00,Batería,Bogotá,Allianz Seguros,5,,Cancelado,94172
SRV001861,2024-01-30 05:42:00,Batería,Bogota D.C.,Bancolombia,43,37.0,Completado,83354
SRV001383,2024-06-13 16:15:00,Batería,Medellín,Seguros del Estado,66,13.0,Completado,83803
SRV000463,2024-05-29 17:45:00,Grúa,Cali,Scotiabank Colpatria,112,78.0,Completado,204099
SRV009742,2024-01-09 01:29:00,Grúa,Barranquilla,HDI Seguros,148,59.0,Completado,276577
SRV011790,2024-03-13 04:43:00,Ambulancia,Medellín,Scotiabank Colpatria,87,14.0,Completado,300027
SRV014514,2024-06-02 23:00:00,Cerrajería,Barranquilla,Liberty Seguros,140,40.0,Completado,95000
SRV002587,2024-05-27 14:12:00,Batería,Barranquilla,SBS Seguros,145,34.0,Completado,98944
